"locale","key","term","partOfSpeech","termCategory","phonetic","definition","definitionSource","sampleSentence","extended","termSource","dateFirstRecorded","commentary"
"ro-RO","dao","DAO","","","","","","","","","",""
"ro-RO","dapp","dapp","","","","","","","","","",""
"ro-RO","ddos","DDoS","","","","","","","","","",""
"ro-RO","dead-cat-bounce","Dead Cat Bounce","","","","A brief recovery in the price of a declining asset that is shortly followed by a continuation of the downtrend.","https://academy.binance.com/ro/glossary/dead-cat-bounce","","","https://academy.binance.com/ro/glossary/dead-cat-bounce","2025-02-02",""
"ro-RO","death-cross","Crucea morții","","","","Explorați crucea morții și rolul acesteia în prezicerea recesiunii pieței. Aflați cum funcționează și alături de ce indicatori poate fi folosită pentru semnale de piață mai bune.","https://academy.binance.com/ro/glossary/death-cross","","","https://academy.binance.com/ro/glossary/death-cross","2025-02-02",""
"ro-RO","decentralization","descentralizare","","","","","","","","","",""
"ro-RO","decentralized-application","aplicație descentralizată","","","","DApps sunt aplicații care rulează pe o rețea P2P de computere, mai degrabă decât pe o bază de date centrală. Utilizatorii se pot conecta liber la DApps folosind portofele cripto.","https://academy.binance.com/ro/glossary/decentralized-application","","","https://academy.binance.com/ro/glossary/decentralized-application","2025-02-02",""
"ro-RO","decentralized-autonomous-cooperative","Decentralized Autonomous Cooperative (DAC)","","","","An organization that is controlled by shareholders rather than a central authority.","https://academy.binance.com/ro/glossary/decentralized-autonomous-cooperative","","","https://academy.binance.com/ro/glossary/decentralized-autonomous-cooperative","2025-02-02",""
"ro-RO","decentralized-autonomous-organization","Organizație autonomă descentralizată","","","","Definiție: Un sistem de reguli strict codificate care definesc ce acțiuni va efectua o organizație descentralizată.","https://academy.binance.com/ro/glossary/decentralized-autonomous-organization","","","https://academy.binance.com/ro/glossary/decentralized-autonomous-organization","2025-02-02",""
"ro-RO","decentralized-exchange","bursă descentralizată","","","","An exchange which does not require users to deposit funds to start trading and does not hold the funds for the user.","https://academy.binance.com/ro/glossary/decentralized-exchange","","","https://academy.binance.com/ro/glossary/decentralized-exchange","2025-02-02",""
"ro-RO","decentralized-finance","finanțe descentralizate","","","","","","","","","",""
"ro-RO","decentralized-indexes","Indecși descentralizați","","","","Un index descentralizat este un tip de vehicul de investiții care urmărește performanța mai multor criptomonede sau active digitale tranzacționate pe burse descentralizate.","https://academy.binance.com/ro/glossary/decentralized-indexes","","","https://academy.binance.com/ro/glossary/decentralized-indexes","2025-02-02",""
"ro-RO","decentralized-web","web descentralizat","","","","","","","","","",""
"ro-RO","decryption","Decryption","","","","The act of reverting an encryption process so that unreadable data (ciphertext) can be converted into readable data (plaintext).","https://academy.binance.com/ro/glossary/decryption","","","https://academy.binance.com/ro/glossary/decryption","2025-02-02",""
"ro-RO","deep-web","Deep Web","","","","The part of the web that is somehow hidden, i.e., not indexed by Google and other traditional web sarch engines.","https://academy.binance.com/ro/glossary/deep-web","","","https://academy.binance.com/ro/glossary/deep-web","2025-02-02",""
"ro-RO","defi","DeFi","","","","","","","","","",""
"ro-RO","delegated-proof-of-stake-(dpos)","Proof of stake delegat (DPoS)","","","","","","","","","",""
"ro-RO","delisting","Delisting","","","","The removal of an asset from an exchange either as a request from the project team or as a decision made by the exchange.","https://academy.binance.com/ro/glossary/delisting","","","https://academy.binance.com/ro/glossary/delisting","2025-02-02",""
"ro-RO","denominations","denominări","","","","","","","","","",""
"ro-RO","depeg","Depeg","","","","Aflați mai multe despre cauze, efecte și măsuri preventive pentru a evita un depeg și pentru a asigura fiabilitatea și încrederea pe piața criptomonedelor.","https://academy.binance.com/ro/glossary/depeg","","","https://academy.binance.com/ro/glossary/depeg","2025-02-02",""
"ro-RO","deposit","depozit","","","","","","","","","",""
"ro-RO","depression","Depresiune","","","","Înțelegerea depresiunii economice: Explorați cauzele, impactul și modul în care ar putea afecta piețele criptomonedelor în perioade de instabilitate financiară.","https://academy.binance.com/ro/glossary/depression","","","https://academy.binance.com/ro/glossary/depression","2025-02-02",""
"ro-RO","derive","a deriva—derivare","","","","","","","","","",""
"ro-RO","design-flaw-attack","Design Flaw Attack","","","","Smart contract, decentralized market, or other software created with intentional flaws to trick users interacting with them","https://academy.binance.com/ro/glossary/design-flaw-attack","","","https://academy.binance.com/ro/glossary/design-flaw-attack","2025-02-02",""
"ro-RO","dev","dev","","","","","","","","","",""
"ro-RO","devcon","Devcon","","","","","","","","","",""
"ro-RO","developer","programator","","","","","","","","","",""
"ro-RO","dex","DEX","","","","","","","","","",""
"ro-RO","diamond-hands","Diamond hands","","","","Diamond Hands | Definiție: Diamond Hands se referă la deținerea unui activ financiar fără a-l vinde, indiferent de volatilitatea acestuia.","https://academy.binance.com/ro/glossary/diamond-hands","","","https://academy.binance.com/ro/glossary/diamond-hands","2025-02-02",""
"ro-RO","difficulty","dificultate","","","","In cryptocurrency, difficulty indicates the difficulty required to mine a block. Learn more at Binance Academy.","https://academy.binance.com/ro/glossary/difficulty","","","https://academy.binance.com/ro/glossary/difficulty","2025-02-02",""
"ro-RO","difficulty-bomb","difficulty bomb","","","","The term 'difficulty bomb' denotes the increase in mining difficulty in Ethereum, as part of its migration to Proof of Stake.","https://academy.binance.com/ro/glossary/difficulty-bomb","","","https://academy.binance.com/ro/glossary/difficulty-bomb","2025-02-02",""
"ro-RO","digital-asset","activ digital","","","","","","","","","",""
"ro-RO","digital-identity","identitate digitală","","","","","","","","","",""
"ro-RO","digital-signature","semnătură digitală","","","","Un instrument criptografic pentru a verifica autenticitatea și integritatea datelor digitale, asigurând securitatea comunicațiilor de date și a tranzacțiilor cu criptomonede.","https://academy.binance.com/ro/glossary/digital-signature","","","https://academy.binance.com/ro/glossary/digital-signature","2025-02-02",""
"ro-RO","diligence","Diligence","","","","","","","","","",""
"ro-RO","direct-market-access-dma","Accesul direct pe piață (DMA)","","","","Accesul direct pe piață permite investitorilor să plaseze tranzacții direct pe burse, ocolind brokerii pentru o execuție mai rapidă, mai mult control și comisioane mai mici.","https://academy.binance.com/ro/glossary/direct-market-access-dma","","","https://academy.binance.com/ro/glossary/direct-market-access-dma","2025-02-02",""
"ro-RO","distributed-ledger-technology","Tehnologia registrelor distribuite","","","","","","","","","",""
"ro-RO","divergence","Divergence","","","","When the market price of an asset and a technical indicator (e.g. RSI, Volume, MACD) are heading in opposite directions.","https://academy.binance.com/ro/glossary/divergence","","","https://academy.binance.com/ro/glossary/divergence","2025-02-02",""
"ro-RO","diversification","Diversification","","","","The allocation of funds across different types of assets and jurisdictions in order to reduce the overall risks.","https://academy.binance.com/ro/glossary/diversification","","","https://academy.binance.com/ro/glossary/diversification","2025-02-02",""
"ro-RO","dlt","DLT","","","","","","","","","",""
"ro-RO","do-your-own-research","Cercetați pe cont propriu (DYOR)","","","","Cercetați pe cont propriu (DYOR) | Definiție: un sfat valoros. Este întotdeauna înțelept să cercetați pe cont propriu o monedă în loc să urmați ceea ce spun alții.","https://academy.binance.com/ro/glossary/do-your-own-research","","","https://academy.binance.com/ro/glossary/do-your-own-research","2025-02-02",""
"ro-RO","dollar-cost-averaging","Dollar Cost Averaging (DCA)","","","","Investing fixed dollar amounts over regular periods of time regardless of the price of the asset.","https://academy.binance.com/ro/glossary/dollar-cost-averaging","","","https://academy.binance.com/ro/glossary/dollar-cost-averaging","2025-02-02",""
"ro-RO","dot-plot","Diagramă cu puncte","","","","Descoperiți puterea diagramelor cu puncte pentru vizualizarea datelor. Aflați despre diagramele cu puncte Cleveland și Wilkinson și despre diagrama cu puncte a Comitetului Federal pentru ratele dobânzilor.","https://academy.binance.com/ro/glossary/dot-plot","","","https://academy.binance.com/ro/glossary/dot-plot","2025-02-02",""
"ro-RO","double-spend","cheltuială dublă","","","","","","","","","",""
"ro-RO","double-spending","Double Spending","","","","When a given amount of coins are spent more than once. Usually as a result of a race attack or a 51% attack.","https://academy.binance.com/ro/glossary/double-spending","","","https://academy.binance.com/ro/glossary/double-spending","2025-02-02",""
"ro-RO","eclipse-attack","Eclipse Attack","","","","When peers on the network are malicious and monopolize the network in order to prevent specific nodes from communicating.","https://academy.binance.com/ro/glossary/eclipse-attack","","","https://academy.binance.com/ro/glossary/eclipse-attack","2025-02-02",""
"ro-RO","ecosystem","ecosistem","","","","","","","","","",""
"ro-RO","eea","EEA","","","","","","","","","",""
"ro-RO","efficient-market-hypothesis-emh","Efficient Market Hypothesis (EMH)","","","","An economic theory stating financial markets reflect all available information on the price of assets at any time.","https://academy.binance.com/ro/glossary/efficient-market-hypothesis-emh","","","https://academy.binance.com/ro/glossary/efficient-market-hypothesis-emh","2025-02-02",""
"ro-RO","eigenlayer","EigenLayer","","","","Descoperiți EigenLayer: un protocol care a introdus reînnoirea colectivă a stakingului Ethereum, pentru încredere descentralizată, oferind securitate, inovație și agilitate.","https://academy.binance.com/ro/glossary/eigenlayer","","","https://academy.binance.com/ro/glossary/eigenlayer","2025-02-02",""
"ro-RO","eip","EIP","","","","EIP stands for Ethereum Improvement Proposal. It’s a way for the Ethereum community to suggest upgrades or new ideas for the blockchain.","https://academy.binance.com/ro/glossary/eip","","","https://academy.binance.com/ro/glossary/eip","2025-02-02",""
"ro-RO","eip-1559","EIP-1559","","","","","","","","","",""
"ro-RO","eip-3074","EIP-3074","","","","Aflați cum ar putea transforma EIP-3074 Ethereum cu o securitate și o flexibilitate sporită a tranzacțiilor. Rămâneți la curent cu privire la integrarea sa în upgrade-ul Ethereum Pectra.","https://academy.binance.com/ro/glossary/eip-3074","","","https://academy.binance.com/ro/glossary/eip-3074","2025-02-02",""
"ro-RO","eip-4844","EIP-4844","","","","EIP-4844, cunoscut și sub numele de proto-danksharding, este o actualizare propusă care se concentrează pe reducerea taxelor Ethereum și creșterea debitului tranzacțiilor.","https://academy.binance.com/ro/glossary/eip-4844","","","https://academy.binance.com/ro/glossary/eip-4844","2025-02-02",""
"ro-RO","eip-7251","EIP-7251","","","","EIP-7251 aims to improve Ethereum’s scalability and efficiency by reducing the number of active validators while maintaining decentralization.","https://academy.binance.com/ro/glossary/eip-7251","","","https://academy.binance.com/ro/glossary/eip-7251","2025-02-02",""
"ro-RO","eip-7702","EIP-7702","","","","Descoperiți modul în care propunerea EIP-7702 poate îmbunătăți Ethereum prin adăugarea capabilităților de contract inteligent la conturile deținute extern (EOA).","https://academy.binance.com/ro/glossary/eip-7702","","","https://academy.binance.com/ro/glossary/eip-7702","2025-02-02",""
"ro-RO","elasticity","Elasticitate","","","","Descoperiți elasticitatea, indicatorul modului în care o variabilă reacționează la modificările unei alte variabile. Aflați cum este utilizată elasticitatea în tranzacționare și în viața de zi cu zi.","https://academy.binance.com/ro/glossary/elasticity","","","https://academy.binance.com/ro/glossary/elasticity","2025-02-02",""
"ro-RO","encrypted-key","cheie criptată","","","","","","","","","",""
"ro-RO","encryption","criptare","","","","Conversion of information or data into a secure code in order to prevent unauthorised access to the information or data.","https://academy.binance.com/ro/glossary/encryption","","","https://academy.binance.com/ro/glossary/encryption","2025-02-02",""
"ro-RO","endogenous-variable","Variabilă endogenă","","","","Explorați variabilele endogene, variabile care reflectă dinamica internă a unui model economic. Descoperiți câteva exemple de variabile endogene în cripto.","https://academy.binance.com/ro/glossary/endogenous-variable","","","https://academy.binance.com/ro/glossary/endogenous-variable","2025-02-02",""
"ro-RO","ens","ENS","","","","","","","","","",""
"ro-RO","entropy","entropie","","","","","","","","","",""
"ro-RO","epoch","epoch","","","","","","","","","",""
"ro-RO","erc","ERC","","","","","","","","","",""
"ro-RO","erc-1155","ERC-1155","","","","Descoperiți versatilitatea tokenurilor ERC-1155. Un standard ideal pentru jocuri, obiecte de colecție digitale și pentru gestionarea eficientă a mai multor tipuri de tokenuri.","https://academy.binance.com/ro/glossary/erc-1155","","","https://academy.binance.com/ro/glossary/erc-1155","2025-02-02",""
"ro-RO","erc-20","ERC-20","","","","A technical standard used to issue and implement tokens on the Ethereum blockchain proposed in November 2015 by Fabian Vogelsteller.","https://academy.binance.com/ro/glossary/erc-20","","","https://academy.binance.com/ro/glossary/erc-20","2025-02-02",""
"ro-RO","erc-404","ERC-404","","","","ERC-404 este un standard de token care combină fungibilitatea și nefungibilitatea. Aflați mai multe despre caracteristicile sale unice, natura semifungibilă, mecanismul de emisiune și ardere și multe altele.","https://academy.binance.com/ro/glossary/erc-404","","","https://academy.binance.com/ro/glossary/erc-404","2025-02-02",""
"ro-RO","erc-721","ERC-721","","","","An Ethereum based non-fungible token. This means that each token is unique and as a result, not interchangeable.","https://academy.binance.com/ro/glossary/erc-721","","","https://academy.binance.com/ro/glossary/erc-721","2025-02-02",""
"ro-RO","etf","ETF","","","","Aflați ce sunt ETF-urile și explorați rolul lor pe piața criptomonedelor: beneficii, impact și provocări pentru investitori și ecosistemul financiar.","https://academy.binance.com/ro/glossary/etf","","","https://academy.binance.com/ro/glossary/etf","2025-02-02",""
"ro-RO","eth","ETH","","","","","","","","","",""
"ro-RO","ether","ether","","","","","","","","","",""
"ro-RO","ethereum","Ethereum","","","","","","","","","",""
"ro-RO","ethereum-2.0","Ethereum 2.0","","","","","","","","","",""
"ro-RO","ethereum-classic","Ethereum Classic","","","","Ethereum Classic (ETC) a apărut din hard forkul scandalos al Ethereum, care a avut loc ca urmare a hackului DAO din 2016. Spre deosebire de ETH, ETC încă folosește Proof of Work.","https://academy.binance.com/ro/glossary/ethereum-classic","","","https://academy.binance.com/ro/glossary/ethereum-classic","2025-02-02",""
"ro-RO","ethereum-foundation","Fundația Ethereum","","","","Explorați rolul Fundației Ethereum în evoluția blockchainului. De la cercetare la sprijin comunitar, descoperiți cum modelează viitorul tehnologiei descentralizate.","https://academy.binance.com/ro/glossary/ethereum-foundation","","","https://academy.binance.com/ro/glossary/ethereum-foundation","2025-02-02",""
"ro-RO","ethereum-improvement-proposal","Propunere de îmbunătățire Ethereum","","","","","","","","","",""
"ro-RO","ethereum-mainnet","Mainnet Ethereum","","","","","","","","","",""
"ro-RO","ethereum-name-service","Ethereum Name Service","","","","","","","","","",""
"ro-RO","ethereum-virtual-machine","Mașină virtuală Ethereum","","","","","","","","","",""
"ro-RO","ethereum-virtual-machine-evm","Mașina virtuală Ethereum (EVM)","","","","Mașina virtuală Ethereum (EVM) este o mașină programabilă completă Turing, care execută contracte inteligente, care sunt, de obicei, programate în Solidity.","https://academy.binance.com/ro/glossary/ethereum-virtual-machine-evm","","","https://academy.binance.com/ro/glossary/ethereum-virtual-machine-evm","2025-02-02",""
"ro-RO","etherscan","Etherscan","","","","","","","","","",""
"ro-RO","eur","EUR","","","","","","","","","",""
"ro-RO","evm","EVM","","","","","","","","","",""
"ro-RO","exchange","schimb","","","","A marketplace for cryptocurrencies where users can buy and sell coins.","https://academy.binance.com/ro/glossary/exchange","","","https://academy.binance.com/ro/glossary/exchange","2025-02-02",""
"ro-RO","execution-client","client de execuție","","","","","","","","","",""
"ro-RO","execution-layer","layer de execuție","","","","","","","","","",""
"ro-RO","exogenous-variable","Variabila exogenă","","","","Explorați variabilele exogene, variabile care ajută la explicarea influențelor externe care pot afecta modelele economice. Aflați despre variabilele exogene în cripto.","https://academy.binance.com/ro/glossary/exogenous-variable","","","https://academy.binance.com/ro/glossary/exogenous-variable","2025-02-02",""
"ro-RO","exponential-moving-average-ema","Media mobilă exponențială (EMA)","","","","Mediile mobile exponențiale (EMA) sunt instrumente de analiză care acordă o importanță mai mare datelor recente privind prețurile, oferind o imagine mai precisă a tendinței pieței.","https://academy.binance.com/ro/glossary/exponential-moving-average-ema","","","https://academy.binance.com/ro/glossary/exponential-moving-average-ema","2025-02-02",""
"ro-RO","externally-owned-account-eoa","Cont deținut extern (EOA)","","","","Aflați mai multe despre conturile deținute extern (EOA) pe Ethereum, cum funcționează, rolul lor în tranzacții și importanța securizării cheii dvs. private.","https://academy.binance.com/ro/glossary/externally-owned-account-eoa","","","https://academy.binance.com/ro/glossary/externally-owned-account-eoa","2025-02-02",""
"ro-RO","fakeout","Fakeout","","","","A situation where a trader enters a position betting on a price movement that quickly reverses or ultimately doesn’t happen.","https://academy.binance.com/ro/glossary/fakeout","","","https://academy.binance.com/ro/glossary/fakeout","2025-02-02",""
"ro-RO","falling-knife","Falling Knife","","","","Refers to the action of purchasing an asset while it is rapidly declining in price under the expectation that it will bounce.","https://academy.binance.com/ro/glossary/falling-knife","","","https://academy.binance.com/ro/glossary/falling-knife","2025-02-02",""
"ro-RO","fan-tokens","Fan Tokens","","","","Fan tokens are digital assets that are created by sports teams, clubs or brands to increase fan engagement and create new revenue streams.","https://academy.binance.com/ro/glossary/fan-tokens","","","https://academy.binance.com/ro/glossary/fan-tokens","2025-02-02",""
"ro-RO","fantom","Fantom","","","","","","","","","",""
"ro-RO","faucet","faucet","","","","","","","","","",""
"ro-RO","fault-tolerant","tolerant la erori","","","","","","","","","",""
"ro-RO","fear-of-missing-out","Fear Of Missing Out (FOMO)","","","","The feeling of fear and anxiety that you might be missing out on a potentially profitable opportunity.","https://academy.binance.com/ro/glossary/fear-of-missing-out","","","https://academy.binance.com/ro/glossary/fear-of-missing-out","2025-02-02",""
"ro-RO","fear-uncertainty-and-doubt","Fear, Uncertainty and Doubt (FUD)","","","","A marketing strategy used to spread fear and insecurity among customers, traders, or investors.","https://academy.binance.com/ro/glossary/fear-uncertainty-and-doubt","","","https://academy.binance.com/ro/glossary/fear-uncertainty-and-doubt","2025-02-02",""
"ro-RO","fiat","Fiat","","","","Money that a government has declared to be legal tender.","https://academy.binance.com/ro/glossary/fiat","","","https://academy.binance.com/ro/glossary/fiat","2025-02-02",""
"ro-RO","fiat-currency","monedă fiduciară","","","","","","","","","",""
"ro-RO","fibonacci-retracement","Fibonacci Retracement","","","","Fibonacci Retracement is a popular technical analysis (TA) tool used by traders to identify potential support and resistance levels in financial markets.","https://academy.binance.com/ro/glossary/fibonacci-retracement","","","https://academy.binance.com/ro/glossary/fibonacci-retracement","2025-02-02",""
"ro-RO","fill-or-kill-order","Fill Or Kill Order (FOK)","","","","A buy or sell order which must be executed immediately in its entirety or else it will be cancelled.","https://academy.binance.com/ro/glossary/fill-or-kill-order","","","https://academy.binance.com/ro/glossary/fill-or-kill-order","2025-02-02",""
"ro-RO","finality","finalitate","","","","The assurance or guarantee that completed (cryptocurrency) transactions cannot be altered, reversed or canceled.","https://academy.binance.com/ro/glossary/finality","","","https://academy.binance.com/ro/glossary/finality","2025-02-02",""
"ro-RO","finality-rate","taxă de finalitate","","","","","","","","","",""
"ro-RO","financial-technology","tehnologie financiară","","","","","","","","","",""
"ro-RO","finney","finney","","","","","","","","","",""
"ro-RO","firefox","Firefox","","","","","","","","","",""
"ro-RO","firewall","firewall","","","","","","","","","",""
"ro-RO","firmware","firmware","","","","","","","","","",""
"ro-RO","first-mover-advantage","First-Mover Advantage (FMA)","","","","A competitive advantage of the first project to bring a service or product into a new and unexplored market or industry.","https://academy.binance.com/ro/glossary/first-mover-advantage","","","https://academy.binance.com/ro/glossary/first-mover-advantage","2025-02-02",""
"ro-RO","fiscal-policy","Politică fiscală","","","","Politică fiscală | Definiție: Descrie modul în care autoritățile ajustează cotele de impozitare ale unei țări, influențând modul în care ar trebui colectate și utilizate fondurile publice.","https://academy.binance.com/ro/glossary/fiscal-policy","","","https://academy.binance.com/ro/glossary/fiscal-policy","2025-02-02",""
"ro-RO","flappening","Flappening","","","","The name to describe the moment when Litecoin (LTC) surpassed Bitcoin Cash (BCH) in terms of market capitalization","https://academy.binance.com/ro/glossary/flappening","","","https://academy.binance.com/ro/glossary/flappening","2025-02-02",""
"ro-RO","flashbots","Flashbots","","","","Explorați Flashbots, o organizație de cercetare și dezvoltare concentrată pe rafinarea soluțiilor blockchain corelate cu MEV pe Ethereum.","https://academy.binance.com/ro/glossary/flashbots","","","https://academy.binance.com/ro/glossary/flashbots","2025-02-02",""
"ro-RO","flippening","Flippening","","","","The name to describe the moment when/if Ethereum (ETH) surpasses Bitcoin (BTC) in terms of market capitalization","https://academy.binance.com/ro/glossary/flippening","","","https://academy.binance.com/ro/glossary/flippening","2025-02-02",""
"ro-RO","flow-variable","Variabilă de flux","","","","Explorați variabilele de flux, indicatori care reflectă cantitatea unui anumit element pe o anumită perioadă. Aflați ce sunt variabilele de flux și câteva exemple.","https://academy.binance.com/ro/glossary/flow-variable","","","https://academy.binance.com/ro/glossary/flow-variable","2025-02-02",""
"ro-RO","forced-liquidation","Forced Liquidation","","","","When a trader's leveraged position is forcibly closed as a result of it not fulfilling the necessary margin requirements.","https://academy.binance.com/ro/glossary/forced-liquidation","","","https://academy.binance.com/ro/glossary/forced-liquidation","2025-02-02",""
"ro-RO","forex-fx","Forex (FX)","","","","Forex stands for Foreign Exchange Markets. It's a global market for the trading of fiat currencies.","https://academy.binance.com/ro/glossary/forex-fx","","","https://academy.binance.com/ro/glossary/forex-fx","2025-02-02",""
"ro-RO","fork","fork","","","","Un fork este o divergență în rețeaua blockchain prin crearea unei divizări în istoricul tranzacțiilor blockchainului. Există două tipuri de forks – soft și hard.","https://academy.binance.com/ro/glossary/fork","","","https://academy.binance.com/ro/glossary/fork","2025-02-02",""
"ro-RO","formal-verification","Formal Verification","","","","Using mathematically rigorous proofs to ensure certain properties of cryptographic algorithms and blockchain mechanisms","https://academy.binance.com/ro/glossary/formal-verification","","","https://academy.binance.com/ro/glossary/formal-verification","2025-02-02",""
"ro-RO","fractional-ownership","proprietate fracționată","","","","","","","","","",""
"ro-RO","fraud-proof","antifraudă","","","","O dovadă de fraudă este o dovadă criptografică pe care un verificator o depune pentru a contesta valabilitatea unei tranzacții. Sunt utilizate pe scară largă pentru scalabilitatea blockchainului.","https://academy.binance.com/ro/glossary/fraud-proof","","","https://academy.binance.com/ro/glossary/fraud-proof","2025-02-02",""
"ro-RO","fren","Fren","","","","„Fren” este un termen de jargon online folosit pentru a se adresa cuiva într-un mod prietenos. S-a dezvoltat în comunitățile digitale și este utilizat pe scară largă în comunitatea cripto.","https://academy.binance.com/ro/glossary/fren","","","https://academy.binance.com/ro/glossary/fren","2025-02-02",""
"ro-RO","ftm","FTM","","","","","","","","","",""
"ro-RO","full-node","nod complet","","","","Computer that fully implements the entirety of rules of an underlying blockchain network and validates transactions on a blockchain.","https://academy.binance.com/ro/glossary/full-node","","","https://academy.binance.com/ro/glossary/full-node","2025-02-02",""
"ro-RO","fully-diluted-valuation-fdv","Fully Diluted Valuation (FDV)","","","","Fully Diluted Valuation (FDV) is a metric that tells us what a crypto project’s market value could be if all its tokens were available for trading now.","https://academy.binance.com/ro/glossary/fully-diluted-valuation-fdv","","","https://academy.binance.com/ro/glossary/fully-diluted-valuation-fdv","2025-02-02",""
"ro-RO","fundamental-analysis","Analiza fundamentală (FA)","","","","Analiza fundamentală | Definiție: Evaluarea unui activ în funcție de caracteristicile și trăsăturile sale de bază, ca efort de a ajunge la o valoare intrinsecă.","https://academy.binance.com/ro/glossary/fundamental-analysis","","","https://academy.binance.com/ro/glossary/fundamental-analysis","2025-02-02",""
"ro-RO","funding-fees","Taxe de finanțare","","","","Taxele de finanțare sunt plăți efectuate între traderii care dețin poziții Long (de cumpărare) sau Short (de vânzare) pe piețele Futures perpetue.","https://academy.binance.com/ro/glossary/funding-fees","","","https://academy.binance.com/ro/glossary/funding-fees","2025-02-02",""
"ro-RO","fungibility","Fungibility","","","","The property of an asset whose individual units are indistinguishable from each other in terms of value and functionality.","https://academy.binance.com/ro/glossary/fungibility","","","https://academy.binance.com/ro/glossary/fungibility","2025-02-02",""
"ro-RO","futures-contract","Futures Contract","","","","A legal agreement made between a buyer and a seller to trade an asset at a predefined price and date in the future.","https://academy.binance.com/ro/glossary/futures-contract","","","https://academy.binance.com/ro/glossary/futures-contract","2025-02-02",""
"ro-RO","gamefi","GameFi","","","","GameFi este o secțiune a DeFi care îmbină tehnologia blockchain și jocurile, oferind stimulente play-to-earn prin NFT-uri și criptomonede.","https://academy.binance.com/ro/glossary/gamefi","","","https://academy.binance.com/ro/glossary/gamefi","2025-02-02",""
"ro-RO","ganache","Ganache","","","","","","","","","",""
"ro-RO","gas","gas","","","","Gaz | Definiție: Mecanismul de stabilire a prețurilor folosit pe blockchainul Ethereum pentru a calcula costurile operațiunilor cu contracte inteligente și comisioanele de tranzacție.","https://academy.binance.com/ro/glossary/gas","","","https://academy.binance.com/ro/glossary/gas","2025-02-02",""
"ro-RO","gas-fee","taxă de gas","","","","","","","","","",""
"ro-RO","gas-limit","limită de gas","","","","Maximum price a cryptocurrency user is willing to pay as a fee when sending a transaction, or performing a smart contract function.","https://academy.binance.com/ro/glossary/gas-limit","","","https://academy.binance.com/ro/glossary/gas-limit","2025-02-02",""
"ro-RO","gas-price","prețul gas-ului","","","","","","","","","",""
"ro-RO","gas-station-network","Gas Station Network","","","","","","","","","",""
"ro-RO","gbp","GBP","","","","","","","","","",""
"ro-RO","gdp-deflator","Deflatorul PIB","","","","Explorați deflatorul PIB, un instrument economic care măsoară inflația bunurilor și serviciilor produse într-o țară. Aflați despre cazurile sale de utilizare în cripto.","https://academy.binance.com/ro/glossary/gdp-deflator","","","https://academy.binance.com/ro/glossary/gdp-deflator","2025-02-02",""
"ro-RO","general-public-license","General Public License","","","","License allowing users to copy and modify software, but requires the works to be distributed under the same license.","https://academy.binance.com/ro/glossary/general-public-license","","","https://academy.binance.com/ro/glossary/general-public-license","2025-02-02",""
"ro-RO","genesis-block","bloc de geneză","","","","The first ever block recorded on its respective blockchain network, also referred to as Block 0 or Block 1.","https://academy.binance.com/ro/glossary/genesis-block","","","https://academy.binance.com/ro/glossary/genesis-block","2025-02-02",""
"ro-RO","gitcoin","Gitcoin","","","","","","","","","",""
"ro-RO","github","GitHub","","","","A site/system/folder/repository where a team can share, collaborate, and save their open source or proprietary code.","https://academy.binance.com/ro/glossary/github","","","https://academy.binance.com/ro/glossary/github","2025-02-02",""
"ro-RO","gm-good-morning","GM (Good Morning)","","","","GM înseamnă „Good Morning” (Bună dimineața) și utilizarea sa în comunitatea cripto reflectă natura incluzivă și de colaborare a spațiului.","https://academy.binance.com/ro/glossary/gm-good-morning","","","https://academy.binance.com/ro/glossary/gm-good-morning","2025-02-02",""
"ro-RO","goerli","Goerli","","","","","","","","","",""
"ro-RO","golden-cross","Golden Cross","","","","A bullish chart pattern where a shorter-term moving average crosses above a longer-term moving average.","https://academy.binance.com/ro/glossary/golden-cross","","","https://academy.binance.com/ro/glossary/golden-cross","2025-02-02",""
"ro-RO","golden-ratio","Raportul de aur","","","","Deblocați secretele raportului de aur în tranzacționare! Descoperiți cum se aliniază nivelurile de retrasare Fibonacci cu această minune matematică, influențând analiza pieței.","https://academy.binance.com/ro/glossary/golden-ratio","","","https://academy.binance.com/ro/glossary/golden-ratio","2025-02-02",""
"ro-RO","goldilocks","Goldilocks","","","","Explorați impactul principiului Goldilocks în economie, implicațiile sale pentru piețele cripto și modul în care influențează sentimentul investitorilor.","https://academy.binance.com/ro/glossary/goldilocks","","","https://academy.binance.com/ro/glossary/goldilocks","2025-02-02",""
"ro-RO","gossip-protocol","Gossip Protocol","","","","A particular method of asynchronous peer-to-peer communication between computer nodes of a distributed system.","https://academy.binance.com/ro/glossary/gossip-protocol","","","https://academy.binance.com/ro/glossary/gossip-protocol","2025-02-02",""
"ro-RO","governance","governance","","","","","","","","","",""
"ro-RO","gross-domestic-product-gdp","Produsul Intern Brut (PIB)","","","","Aflați ce este Produsul Intern Brut (PIB), cum se calculează, impactul acestuia asupra piețelor financiare și de criptomonede și de ce contează în economia noastră.","https://academy.binance.com/ro/glossary/gross-domestic-product-gdp","","","https://academy.binance.com/ro/glossary/gross-domestic-product-gdp","2025-02-02",""
"ro-RO","gsn","GSN","","","","","","","","","",""
